Gender,Age,StudyHours,Attendance,ExamScore,FinalGrade,Motivation,StressLevel,LearningStyle,AssignmentCompletion,Extracurricular,OnlineCourses
M,23,3,66,70.0,70.0,4,4,1,92,0,0
M,17,16,63,69.25,69.25,2,4,1,85,0,0
M,21,12,93,72.0,72.0,4,2,2,81,1,1
M,22,7,88,49.0,49.0,3,4,1,93,1,1
M,18,16,92,79.0,79.0,1,2,3,83,1,0
M,22,11,98,85.75,85.75,4,3,2,77,0,0
M,20,6,86,47.0,47.0,4,1,1,69,1,1
M,24,6,77,58.25,58.25,3,1,2,75,1,1
M,22,4,85,81.5,81.5,3,4,2,61,1,0
M,23,5,77,70.0,70.0,2,1,2,89,1,1
M,20,1,66,68.75,68.75,4,1,1,72,1,1
M,22,1,98,79.25,79.25,4,4,2,78,0,0
M,20,9,91,49.25,49.25,3,1,1,60,1,0
M,18,19,77,56.75,56.75,2,1,1,69,1,0
M,23,17,90,47.25,47.25,1,2,2,91,0,0
M,21,2,83,71.75,71.75,3,2,2,87,0,0
M,17,1,99,60.5,60.5,1,4,2,68,0,1
M,19,14,80,65.75,65.75,3,4,1,72,1,1
M,20,17,67,78.25,78.25,1,2,3,87,0,1
M,17,19,71,68.75,68.75,4,2,2,81,0,1
M,23,17,91,53.75,53.75,1,2,2,99,0,0
M,22,11,82,76.5,76.5,1,1,1,68,1,0
M,24,2,93,49.25,49.25,1,3,1,88,0,0
M,18,5,72,61.75,61.75,2,2,3,62,0,1
M,23,1,90,66.5,66.5,4,3,1,73,0,0
M,20,19,82,68.5,68.5,2,1,3,87,1,0
M,18,17,89,78.75,78.75,4,2,1,75,1,1
M,17,4,86,70.75,70.75,3,4,2,87,0,1
M,19,3,60,50.75,50.75,2,1,3,91,0,0
M,21,3,78,81.75,81.75,1,3,1,61,1,0
M,22,5,86,61.25,61.25,4,2,2,66,1,1
M,24,6,64,61.0,66.75,1,3,3,64,0,1
M,20,7,85,60.66666666666666,64.75,4,2,1,90,1,1
M,20,16,67,55.66666666666666,53.0,4,4,2,75,0,1
M,22,5,78,66.75,66.75,3,1,3,71,1,1
M,24,16,74,42.25,42.25,3,3,2,62,1,1
M,22,2,96,70.0,70.0,2,1,2,74,1,0
M,23,17,69,52.75,52.75,2,1,3,72,0,1
N,19,5,70,71.75,71.75,2,2,1,91,1,1
M,18,1,95,52.0,52.0,1,1,3,72,0,0
M,22,14,79,65.5,65.5,1,2,1,93,0,0
M,23,17,69,84.75,84.75,2,2,3,71,1,0
M,23,13,94,60.75,60.75,2,4,3,99,0,1
M,19,2,64,50.75,50.75,1,4,1,99,1,1
M,21,5,99,57.25,57.25,3,1,3,76,0,1
M,18,5,94,73.0,73.0,4,1,1,92,0,1
M,21,6,76,31.75,31.75,1,1,1,66,1,1
M,22,12,61,69.5,69.5,4,3,1,90,0,1
M,21,18,75,65.0,65.0,2,2,2,90,1,0
M,21,11,83,67.75,67.75,4,2,2,82,1,1
M,19,9,78,67.25,67.25,4,3,2,68,0,1
M,20,16,78,50.75,50.75,2,4,3,60,1,1
M,22,14,71,58.25,58.25,1,4,3,96,0,0
M,24,4,90,72.5,72.5,2,2,3,83,0,1
M,22,16,69,70.25,70.25,2,2,3,94,0,1
M,20,18,72,45.0,45.0,4,2,3,81,0,1
M,22,10,81,73.25,73.25,2,1,1,82,1,0
M,21,13,61,63.25,63.25,1,1,1,87,1,0
M,19,1,84,71.75,71.75,1,4,3,74,1,0
M,18,17,88,74.25,74.25,4,1,2,98,1,1
M,21,16,65,77.25,77.25,3,3,2,60,1,1
M,19,13,81,52.0,52.0,1,2,1,93,0,0
M,23,6,78,79.5,79.5,3,2,3,80,0,0
M,22,11,98,59.5,59.5,4,3,2,91,1,0
M,17,16,90,43.5,43.5,2,4,3,94,1,1
M,19,17,85,58.0,58.0,1,3,3,70,1,0
M,20,11,80,51.0,51.0,1,3,1,64,1,0
M,22,4,97,74.5,74.5,3,4,2,61,1,1
M,21,3,84,90.75,90.75,3,2,2,71,0,0
M,24,11,85,58.25,58.25,2,2,1,97,1,1
M,20,9,93,52.75,52.75,4,3,1,65,0,1
M,17,1,97,46.25,46.25,1,3,1,89,0,0
M,20,9,87,77.5,77.5,3,4,3,85,0,1
M,23,12,64,70.25,70.25,4,3,2,95,1,1
M,19,7,76,45.75,45.75,1,4,2,62,1,0
M,18,3,88,77.75,77.75,3,2,2,82,0,1
M,17,10,67,85.25,85.25,2,4,3,62,0,0
M,23,11,81,54.0,54.0,3,2,2,85,0,0
M,23,5,79,66.5,66.5,3,3,1,99,1,0
M,18,9,82,72.75,72.75,1,4,1,64,1,1
M,24,11,60,53.25,53.25,2,2,1,79,1,1
M,18,6,61,69.75,69.75,4,3,1,94,0,1
M,20,18,67,58.25,58.25,3,4,3,84,1,0
M,22,2,88,55.75,55.75,2,3,1,66,1,0
M,21,13,62,53.75,53.75,4,4,2,65,0,0
M,21,19,99,60.5,60.5,3,1,2,91,1,1
M,19,13,83,71.25,71.25,3,2,2,77,0,0
M,21,8,91,53.75,53.75,4,3,2,78,1,1
M,24,13,75,73.0,73.0,4,1,2,68,1,0
M,19,4,76,49.0,49.0,1,3,1,77,1,0
M,23,9,91,71.75,71.75,3,3,1,78,0,0
M,23,11,61,42.25,42.25,3,2,2,85,0,1
M,22,16,95,87.75,87.75,1,1,1,72,0,1
M,18,3,91,49.25,49.25,4,2,3,91,1,1
M,17,4,78,78.25,78.25,2,1,2,68,0,1
M,22,3,74,67.75,67.75,1,1,3,78,1,0
M,17,5,81,79.5,79.5,1,1,1,77,1,0
M,17,17,79,73.75,73.75,1,2,1,71,0,0
M,18,7,67,69.25,69.25,3,3,3,71,0,1
M,19,4,99,53.5,53.5,1,1,1,69,0,0
M,23,9,94,70.0,70.0,4,3,3,95,1,1
M,19,7,85,76.0,76.0,1,1,1,68,0,0
M,24,10,60,61.0,61.0,2,3,3,66,0,1
M,22,14,73,71.0,71.0,1,3,2,87,1,0
M,23,2,78,47.0,47.0,2,1,2,88,1,0
M,22,4,60,65.75,65.75,3,2,2,67,0,0
M,18,4,68,63.75,63.75,4,1,3,89,0,1
M,20,17,80,40.25,40.25,1,2,1,93,0,1
M,20,7,67,60.0,60.0,1,2,1,85,1,1
M,19,14,75,56.25,56.25,1,2,3,63,0,0
M,20,18,72,70.75,70.75,4,1,2,93,1,1
M,24,14,90,58.25,58.25,4,2,1,83,0,1
M,18,2,61,68.25,68.25,4,1,2,80,1,0
M,24,14,86,73.25,73.25,4,3,2,79,1,0
M,19,8,82,54.25,54.25,3,3,2,92,1,0
M,22,7,86,47.0,47.0,1,3,2,75,1,0
M,20,1,74,73.25,73.25,2,4,1,81,1,0
M,20,7,94,61.0,61.0,2,1,1,98,1,1
M,22,10,89,55.25,55.25,1,2,3,64,1,1
M,19,1,85,59.0,59.0,3,4,1,86,1,0
M,19,17,74,47.5,47.5,4,4,2,84,0,1
M,22,16,62,87.0,87.0,3,1,3,88,0,1
M,24,8,83,58.25,58.25,1,1,1,81,1,0
M,17,12,90,89.5,89.5,3,1,2,79,0,0
M,18,18,77,86.5,86.5,2,2,3,79,0,0
M,17,10,84,47.0,47.0,1,1,3,67,1,1
M,23,19,64,65.75,65.75,4,3,1,75,0,0
M,19,9,95,56.25,56.25,3,4,2,65,0,1
M,22,9,93,76.75,76.75,1,1,3,85,0,1
M,19,14,83,71.5,71.5,4,1,1,93,0,0
M,24,15,87,54.25,54.25,1,1,3,84,1,1
M,19,11,73,45.0,45.0,4,3,2,79,1,0
M,18,3,77,81.75,81.75,2,4,1,83,0,0
M,19,1,85,47.0,47.0,1,1,2,73,0,1
M,19,3,73,55.25,55.25,2,2,1,65,0,0
M,20,9,67,52.0,52.0,1,1,2,98,1,1
M,23,19,98,70.5,70.5,4,2,2,86,0,0
M,17,10,62,67.5,67.5,3,2,3,99,1,1
M,19,2,72,42.0,42.0,1,2,1,60,0,0
M,17,16,92,72.0,72.0,2,4,3,75,0,1
M,23,10,88,59.25,59.25,3,1,2,66,1,0
M,20,5,74,61.0,61.0,1,2,2,96,0,0
M,21,16,90,57.0,57.0,1,1,3,61,1,1
M,19,14,72,52.5,52.5,4,1,3,96,1,1
M,18,17,72,53.75,53.75,3,4,2,94,1,1
M,17,19,73,57.25,57.25,2,1,1,84,1,1
M,20,16,96,75.0,75.0,3,1,2,70,0,1
M,18,4,87,83.25,83.25,3,3,1,88,0,1
M,18,8,60,88.25,88.25,4,4,2,98,0,1
M,18,18,91,79.75,79.75,1,2,1,93,0,0
M,23,9,94,72.75,72.75,3,1,1,92,1,1
M,21,5,92,70.0,70.0,4,1,3,84,0,0
M,18,19,83,75.66666666666667,61.5,3,3,2,61,0,0
M,20,14,64,66.66666666666667,65.0,4,4,2,83,0,1
M,24,5,91,72.33333333333333,70.25,3,4,2,78,0,0
M,23,4,82,59.333333333333336,57.0,3,2,1,81,0,1
M,19,2,71,75.0,75.0,4,3,1,92,1,0
M,24,16,66,81.5,81.5,3,2,1,74,1,1
M,20,18,62,82.75,82.75,3,4,3,99,0,0
M,20,7,89,60.25,60.25,4,1,2,99,0,1
M,24,12,63,62.5,62.5,2,1,2,73,1,1
M,18,18,64,51.5,51.5,3,3,1,79,0,1
M,17,11,80,67.5,67.5,3,1,3,65,0,0
M,22,14,92,70.0,70.0,2,4,2,63,0,0
M,22,10,79,62.0,62.0,1,1,1,92,1,1
M,22,12,90,56.75,56.75,3,3,1,85,0,0
M,24,10,94,68.25,68.25,2,1,3,60,0,0
M,21,13,63,62.75,62.75,3,3,3,87,1,1
M,20,6,78,47.5,47.5,1,4,1,93,1,0
M,22,9,71,55.5,55.5,3,4,1,71,1,1
M,21,17,93,73.75,73.75,4,3,3,93,1,1
M,20,6,81,68.5,68.5,4,3,3,64,0,1
M,19,4,92,64.5,64.5,2,2,2,84,1,0
M,19,2,86,49.0,49.0,4,3,2,69,0,1
M,24,5,97,43.5,43.5,4,4,2,74,1,1
M,22,13,85,74.75,74.75,2,4,1,79,1,0
M,18,2,95,48.75,48.75,4,3,2,82,1,1
M,19,12,97,56.5,56.5,4,2,3,90,0,0
M,20,7,74,75.0,75.0,1,2,3,75,0,1
M,20,11,85,59.25,59.25,3,2,2,68,0,1
M,20,2,80,57.0,57.0,3,4,1,72,1,0
M,22,8,81,57.0,57.0,4,1,2,76,1,0
M,23,1,84,70.25,70.25,2,3,3,87,1,1
M,17,13,73,69.5,69.5,1,3,3,71,0,0
M,24,6,76,52.75,52.75,2,3,1,84,0,1
M,17,10,74,50.0,50.0,3,4,3,73,0,1
M,19,11,81,71.75,71.75,3,2,2,73,1,0
M,22,11,78,70.0,70.0,1,2,1,78,0,1
M,22,8,60,68.5,68.5,4,2,1,67,1,0
M,19,15,93,42.25,42.25,3,3,2,86,1,1
M,20,12,72,75.0,75.0,2,2,3,82,1,1
M,20,9,99,50.75,50.75,1,4,1,80,0,1
M,23,6,67,58.5,58.5,1,1,1,85,1,1
M,21,6,64,53.0,53.0,1,3,1,75,0,0
M,19,10,80,47.75,47.75,3,3,2,93,0,1
M,22,11,66,50.0,50.0,2,4,1,81,1,1
M,21,14,96,78.75,78.75,3,3,3,66,0,1
M,19,16,80,67.25,67.25,3,2,3,89,0,0
M,19,16,69,54.5,54.5,3,2,3,93,0,0
M,19,1,82,69.5,69.5,1,4,1,62,0,0
M,17,2,98,47.75,47.75,4,3,2,76,1,0
M,22,18,90,44.25,44.25,3,3,2,68,1,1
M,18,9,73,81.25,81.25,1,2,1,97,1,0
M,17,6,74,56.75,56.75,3,4,1,96,1,1
M,17,9,71,51.0,51.0,1,4,2,96,1,1
M,23,6,68,81.75,81.75,3,1,1,88,1,1
M,24,8,98,75.5,75.5,1,2,2,64,1,0
M,19,14,93,43.25,43.25,1,2,2,68,0,0
M,22,12,72,64.5,64.5,4,4,3,75,1,0
M,17,18,79,61.75,61.75,4,4,3,82,0,0
M,18,10,84,56.0,56.0,2,4,3,85,0,0
M,22,8,94,65.75,65.75,1,1,2,63,1,1
M,17,18,91,58.5,58.5,3,2,3,67,0,0
M,22,4,97,72.0,72.0,1,2,2,93,1,0
M,21,16,70,76.75,76.75,3,4,1,61,1,0
M,21,15,73,62.0,62.0,3,3,2,77,0,0
M,17,11,81,61.0,61.0,1,2,1,91,1,0
M,17,2,87,53.0,53.0,3,1,2,70,1,1
M,22,5,64,67.0,67.0,2,1,1,89,0,0
M,18,16,84,80.5,80.5,1,1,2,85,1,1
M,22,6,75,81.25,81.25,1,3,3,67,0,1
M,24,5,88,60.5,60.5,2,3,1,94,0,0
M,20,9,85,69.75,69.75,3,3,1,79,1,1
M,21,2,87,81.5,81.5,2,2,3,68,0,0
M,22,3,88,88.25,88.25,2,4,3,68,1,1
M,20,9,83,71.0,71.0,2,2,2,81,0,1
M,22,18,83,51.5,51.5,4,3,3,80,1,1
M,20,10,80,66.5,66.5,1,2,1,95,1,1
M,18,3,92,43.5,43.5,1,3,1,62,1,0
M,18,11,80,72.0,72.0,2,4,3,93,0,1
M,18,18,74,54.0,54.0,4,3,1,99,0,0
M,18,6,97,47.0,47.0,3,1,2,87,1,1
M,23,2,99,77.5,77.5,3,4,2,81,0,1
M,24,2,60,43.25,43.25,3,4,2,94,0,0
M,20,8,63,58.5,58.5,1,1,2,76,0,1
M,23,8,60,45.75,45.75,2,4,3,80,1,1
M,22,3,94,55.25,55.25,3,3,3,91,1,1
M,17,2,82,71.5,71.5,1,1,3,69,1,1
M,22,12,61,69.5,69.5,3,4,1,89,0,0
M,21,4,79,59.25,59.25,1,3,1,65,0,1
M,21,9,83,58.5,58.5,3,4,1,85,1,1
M,22,9,60,83.0,83.0,2,4,3,87,1,1
M,21,16,88,55.25,55.25,1,3,2,77,1,0
M,22,1,76,78.5,78.5,3,3,2,65,1,1
M,21,7,70,57.25,57.25,2,2,1,78,1,0
M,23,5,83,56.75,56.75,3,2,1,69,0,0
M,19,12,90,84.75,84.75,2,3,1,90,1,1
M,20,9,80,64.75,64.75,3,1,1,98,0,1
M,18,8,69,54.75,54.75,4,1,3,68,1,0
M,23,16,79,73.5,73.5,2,4,3,66,1,1
M,23,13,61,79.25,79.25,4,2,2,81,1,0
M,20,13,92,89.75,89.75,1,2,2,74,0,1
M,20,15,87,52.75,52.75,1,2,2,88,0,0
M,21,7,86,80.25,80.25,3,3,2,93,0,1
M,19,15,89,86.0,86.0,3,1,3,67,0,0
M,20,6,85,47.75,47.75,2,4,1,94,1,1
M,21,15,62,56.5,56.5,4,1,2,92,1,1
M,23,1,64,48.0,48.0,3,2,1,74,0,1
M,19,9,64,67.25,67.25,3,2,3,69,1,1
M,21,8,91,78.0,78.0,4,4,2,70,0,1
M,21,14,73,56.25,56.25,1,1,3,74,0,1
M,20,11,86,51.25,51.25,1,3,1,77,0,1
M,18,3,79,74.75,74.75,4,4,1,76,1,0
M,22,12,89,71.75,71.75,3,1,1,61,1,1
M,23,8,98,78.5,78.5,2,2,3,86,0,0
M,22,18,95,48.75,48.75,4,4,3,72,0,1
M,24,3,77,53.25,53.25,1,4,3,79,0,0
M,17,3,84,79.25,79.25,4,2,2,94,0,1
M,19,15,94,80.75,80.75,4,1,1,91,1,0
M,21,16,96,87.0,66.5,1,3,1,97,0,1
M,22,19,74,63.75,63.75,4,1,3,93,1,1
M,19,15,90,71.25,71.25,1,2,1,94,1,1
M,24,16,73,67.25,67.25,2,3,1,96,1,1
M,23,12,97,68.25,68.25,4,1,3,82,0,1
M,22,11,97,55.5,55.5,1,3,1,85,0,1
N,20,12,66,56.75,56.75,1,2,2,68,0,0
M,18,16,83,68.0,68.0,4,1,1,93,1,1
M,20,12,65,54.75,54.75,2,4,2,67,1,0
M,21,15,95,74.75,74.75,4,4,2,90,1,0
M,23,10,94,48.5,48.5,1,3,1,77,1,0
M,18,12,72,75.0,75.0,1,2,3,61,1,1
M,19,14,79,82.25,82.25,1,4,2,71,0,1
M,17,2,83,74.25,74.25,3,1,3,83,0,0
M,18,2,98,82.75,82.75,1,3,1,75,0,1
M,21,17,64,61.25,61.25,4,4,2,91,1,1
M,24,13,99,64.25,64.25,1,1,2,83,1,1
M,22,10,61,22.25,22.25,2,3,3,73,0,0
M,24,4,76,59.0,59.0,3,2,2,94,1,0
M,17,3,63,62.0,62.0,2,2,2,91,0,0
M,20,6,76,54.75,54.75,1,3,1,94,1,1
M,21,11,79,76.25,76.25,3,3,3,79,1,0
M,24,15,77,68.0,68.0,2,4,1,76,1,0
M,19,3,63,53.25,53.25,2,4,3,75,0,1
M,24,18,86,55.25,55.25,4,1,1,69,0,0
M,24,15,70,79.75,79.75,2,3,2,66,1,1
M,21,6,61,51.75,51.75,4,3,1,84,1,0
M,19,12,65,67.25,67.25,3,3,1,85,0,1
M,18,1,89,36.75,36.75,2,3,2,90,1,0
M,21,9,83,57.75,57.75,2,4,2,94,0,1
M,20,19,67,65.75,65.75,1,4,1,92,0,1
M,24,12,62,73.5,73.5,1,1,2,82,1,1
M,23,19,69,70.25,70.25,2,1,1,85,1,1
M,17,1,72,76.75,76.75,3,4,3,79,1,0
M,19,3,68,61.25,61.25,4,1,3,73,1,1
M,18,10,92,54.25,54.25,1,2,3,87,0,0
M,18,1,85,58.25,58.25,1,2,2,90,0,0
M,19,18,80,48.5,48.5,2,4,1,62,0,1
M,24,9,88,75.5,75.5,1,4,1,63,1,0
M,17,8,64,60.0,60.0,1,4,1,80,0,1
M,17,2,93,66.0,66.0,2,4,1,97,0,1
M,17,9,64,55.5,55.5,1,3,1,82,1,0
M,23,2,70,65.0,65.0,2,4,2,88,1,1
M,24,10,61,79.25,79.25,1,1,2,67,1,0
M,22,4,68,58.75,58.75,2,2,2,90,0,1
M,23,11,78,69.0,69.0,2,1,2,95,0,1
M,22,16,60,55.0,55.0,3,1,3,91,0,0
M,22,7,91,42.5,42.5,4,3,3,75,0,1
M,23,11,79,67.25,67.25,2,4,3,70,1,0
M,17,9,93,56.25,56.25,2,4,1,73,1,0
M,21,16,99,60.75,60.75,2,1,3,91,0,0
M,21,14,71,47.5,47.5,1,4,3,78,0,1
M,22,17,69,66.75,66.75,1,1,3,98,1,1
M,20,8,77,76.25,76.25,2,1,3,70,1,0
M,24,17,98,65.0,65.0,2,4,2,93,0,1
M,22,10,79,62.75,62.75,3,3,1,75,0,1
M,17,15,90,68.0,68.0,1,1,1,86,1,0
M,24,16,99,57.0,57.0,2,4,2,73,1,1
M,24,8,82,51.75,51.75,4,3,1,93,1,0
M,22,7,61,66.75,66.75,2,4,1,86,1,0
M,22,10,85,68.5,68.5,2,2,3,62,0,0
M,22,11,64,33.25,33.25,1,2,2,86,1,0
M,20,15,87,70.75,70.75,2,4,3,86,1,0
M,24,13,94,66.5,66.5,1,3,1,89,0,1
M,17,7,60,42.75,42.75,3,3,1,94,1,1
M,21,4,84,56.0,56.0,1,3,3,93,1,0
M,19,1,69,40.75,40.75,1,4,2,69,1,1
M,22,18,86,65.0,65.0,1,1,2,64,0,0
M,23,7,97,68.5,68.5,3,2,3,63,1,1
M,22,2,82,63.25,63.25,2,4,3,81,1,1
M,20,15,71,79.75,79.75,3,1,3,86,1,1
M,24,14,61,53.25,53.25,2,4,1,71,1,1
M,17,12,76,55.0,55.0,3,4,1,61,1,0
M,18,9,62,68.75,68.75,1,3,1,63,0,1
M,24,2,91,40.75,40.75,4,2,2,60,0,0
M,17,15,80,63.25,63.25,1,1,3,93,0,0
M,20,7,86,71.25,71.25,1,2,3,97,0,0
M,24,14,87,74.75,74.75,1,2,3,81,0,1
M,17,1,94,75.0,75.0,1,3,2,74,1,1
M,20,9,89,68.5,68.5,4,4,3,93,1,1
M,18,2,86,78.25,78.25,3,1,3,71,0,1
M,20,3,67,64.5,64.5,4,2,2,83,0,1
M,21,18,85,74.5,74.5,1,4,3,62,1,1
M,22,3,95,68.25,68.25,3,3,2,77,1,0
M,18,8,82,67.5,67.5,4,2,1,79,1,0
M,20,3,93,55.75,55.75,4,4,3,68,0,1
M,24,11,81,80.5,80.5,4,3,1,76,0,1
M,24,8,94,54.0,54.0,1,3,3,69,0,1
M,19,3,89,47.5,47.5,2,1,3,73,1,0
M,23,13,71,45.75,45.75,2,3,1,90,0,1
M,17,4,84,42.75,42.75,1,3,2,73,0,0
M,18,9,76,51.75,51.75,1,3,3,69,1,1
M,18,4,78,71.0,71.0,3,1,1,91,0,1
M,23,18,68,62.25,62.25,4,2,2,96,1,1
M,17,4,62,64.5,64.5,4,1,3,71,0,0
M,24,7,96,58.5,58.5,4,3,1,98,0,1
M,17,14,68,71.75,71.75,3,1,2,78,1,1
M,18,17,86,61.25,61.25,1,1,1,89,0,1
M,17,16,78,64.0,64.0,4,3,2,78,1,1
M,22,4,99,46.25,46.25,2,2,2,74,0,1
M,20,4,89,71.25,71.25,2,3,3,81,1,1
M,23,9,95,74.25,74.25,3,3,3,61,1,1
M,20,7,74,53.75,53.75,2,4,1,86,0,0
M,17,13,99,38.5,38.5,2,3,2,78,0,0
M,24,2,67,81.25,81.25,3,1,2,84,1,1
M,22,9,81,52.75,52.75,3,1,3,90,0,0
M,18,5,70,59.5,59.5,2,4,2,85,0,1
M,22,10,76,68.25,68.25,1,2,2,75,0,1
M,19,3,91,66.75,66.75,2,3,3,67,1,0
M,19,14,76,75.25,75.25,1,3,3,93,0,0
M,24,18,95,64.75,64.75,2,3,3,98,1,0
M,17,14,95,69.25,69.25,1,3,1,68,1,0
M,21,1,80,47.0,47.0,4,2,2,90,1,1
M,24,5,94,67.25,67.25,1,2,3,68,1,1
M,24,19,71,63.75,63.75,4,2,1,66,0,1
M,20,17,76,54.5,54.5,1,3,1,90,1,1
M,24,18,67,75.25,75.25,1,1,3,82,0,1
M,17,4,79,60.75,60.75,3,4,3,95,1,1
M,24,6,83,65.0,65.0,1,3,1,79,1,1
M,20,18,73,37.0,37.0,1,1,2,67,1,1
M,21,13,62,55.25,55.25,1,3,1,91,1,1
M,19,9,81,68.5,68.5,2,4,2,85,0,0
M,18,3,89,66.25,66.25,1,4,3,93,0,1
M,19,14,76,60.25,60.25,3,2,3,67,1,0
M,22,18,62,84.0,84.0,2,4,1,63,0,1
M,21,4,75,71.25,71.25,3,1,3,91,0,1
M,21,7,60,45.0,45.0,4,2,3,94,0,0
M,21,8,87,58.75,58.75,4,1,1,71,1,0
M,24,10,69,76.25,76.25,3,4,3,91,0,1
M,19,16,75,56.0,56.0,2,1,3,75,0,1
M,20,19,70,52.75,52.75,1,1,1,64,0,1
M,18,10,81,82.25,82.25,4,4,3,93,0,1
M,18,11,99,73.25,73.25,1,3,2,66,0,0
M,20,13,87,74.5,74.5,4,3,3,85,1,0
M,17,11,89,65.25,65.25,1,3,1,88,0,0
M,20,13,64,43.5,43.5,1,3,2,72,0,0
M,24,1,82,41.75,41.75,4,4,1,66,1,1
M,19,11,95,59.75,59.75,3,4,1,89,0,1
M,24,10,79,53.25,53.25,3,3,3,62,1,1
M,22,9,93,70.25,70.25,1,2,3,69,0,0
M,21,14,60,42.25,42.25,4,1,1,61,1,0
M,20,18,83,68.25,68.25,4,1,2,73,0,0
M,17,13,61,48.25,48.25,4,1,3,73,1,0
M,22,13,88,69.75,69.75,3,2,3,80,1,1
M,20,18,71,67.0,67.0,4,1,3,67,1,0
M,17,17,98,32.5,32.5,2,1,1,71,1,0
M,21,17,69,78.75,78.75,1,3,1,74,0,0
M,23,19,87,71.0,71.0,1,3,2,83,1,0
M,21,11,94,80.5,80.5,3,1,1,62,0,1
M,22,14,60,66.75,66.75,2,3,2,95,1,0
M,18,15,71,71.0,71.0,4,1,1,90,0,1
M,21,7,64,71.5,71.5,3,3,2,93,0,0
M,20,11,82,49.75,49.75,1,1,3,69,0,1
M,21,19,79,60.0,60.0,3,1,2,80,1,0
M,18,15,72,68.0,68.0,4,3,1,86,1,0
M,18,7,96,67.0,67.0,4,1,2,93,0,0
M,21,6,78,64.25,64.25,2,1,3,67,1,0
M,21,12,62,52.75,52.75,1,3,3,72,0,0
M,23,16,70,81.25,81.25,4,2,3,60,0,1
M,24,7,85,70.5,70.5,4,3,2,63,1,1
M,20,17,75,55.5,55.5,4,2,1,94,0,1
M,18,14,82,69.25,69.25,2,1,2,88,1,0
M,19,13,84,49.75,49.75,2,4,2,99,0,0
M,17,6,81,72.0,72.0,2,2,3,69,0,0
M,23,2,86,52.75,52.75,3,1,1,72,0,0
M,21,11,88,56.25,56.25,4,3,3,78,1,1
M,19,4,97,51.25,51.25,2,1,3,75,0,1
M,18,7,67,62.0,56.25,3,3,3,96,0,1
M,24,16,86,70.66666666666667,74.5,3,1,2,69,1,0
M,23,8,83,35.666666666666664,43.25,4,2,2,89,1,0
M,17,17,71,70.66666666666667,77.5,2,4,2,71,1,1
M,17,12,91,66.75,66.75,4,2,2,90,0,0
M,20,2,97,75.0,75.0,1,3,3,97,0,1
M,23,1,88,69.75,69.75,4,1,2,86,1,0
M,19,15,92,72.25,72.25,4,2,1,65,0,1
M,21,16,64,80.75,80.75,2,4,2,77,0,1
M,24,6,65,76.25,76.25,2,3,2,76,1,1
M,24,14,69,54.75,54.75,1,3,3,83,0,1
M,24,19,87,61.0,61.0,3,4,2,83,1,1
M,18,1,75,61.75,61.75,4,4,1,62,0,0
M,19,6,80,62.25,62.25,2,4,3,99,1,1
M,20,14,88,64.25,64.25,1,2,2,63,0,0
M,22,2,87,57.25,57.25,4,1,3,99,1,0
M,18,18,65,54.25,54.25,1,4,1,70,1,0
M,19,16,87,80.5,80.5,2,4,3,68,1,1
M,19,8,75,75.75,75.75,3,2,1,86,0,0
M,18,12,62,83.5,83.5,4,3,3,94,0,1
M,17,3,88,87.0,87.0,4,4,3,65,0,0
M,21,4,88,69.25,69.25,4,2,1,88,0,0
M,18,3,61,74.75,74.75,3,4,2,73,0,1
M,24,10,94,65.25,65.25,3,1,3,71,1,1
M,24,1,88,50.25,50.25,3,1,3,75,1,1
M,20,9,61,72.75,72.75,4,1,3,74,1,1
M,22,19,75,48.25,48.25,4,3,1,90,1,1
M,20,11,81,50.0,50.0,1,3,1,87,1,1
M,21,12,76,63.75,63.75,2,1,1,85,0,1
M,19,12,74,73.25,73.25,1,3,3,83,0,0
M,23,11,80,53.0,53.0,1,1,3,61,0,0
M,18,11,61,73.5,73.5,2,4,1,76,0,0
M,24,9,86,56.0,56.0,4,4,3,81,1,0
M,24,16,76,49.75,49.75,1,1,2,61,1,0
M,21,17,79,62.5,62.5,3,4,2,95,1,0
M,21,7,78,49.5,49.5,3,4,3,81,1,0
M,19,18,66,68.25,68.25,3,3,1,68,0,0
M,18,19,77,48.5,48.5,2,1,2,86,1,0
M,19,19,62,56.75,56.75,2,1,3,93,1,1
M,20,16,74,44.75,44.75,3,1,2,87,0,0
M,18,7,84,45.75,45.75,4,4,2,72,1,0
M,20,14,76,64.75,64.75,1,2,1,99,1,1
B,21,7,89,74.5,74.5,1,2,1,97,1,1
M,23,19,91,79.25,79.25,4,4,3,72,0,1
M,18,19,79,72.75,72.75,1,2,2,84,0,0
M,18,6,66,73.25,73.25,1,1,1,91,0,1
M,20,2,88,49.25,49.25,4,2,2,95,0,1
M,18,2,79,46.0,46.0,4,2,2,70,1,0
M,22,17,69,58.0,58.0,1,2,1,75,1,1
M,23,15,79,77.5,77.5,2,3,3,99,0,0
M,23,18,90,60.5,60.5,2,1,2,78,0,1
M,24,4,77,70.0,70.0,1,4,1,81,0,0
M,20,7,92,70.25,70.25,3,4,3,80,0,1
M,17,3,60,56.75,56.75,2,2,1,66,0,1
M,18,14,96,62.25,62.25,2,3,1,81,0,0
M,20,17,65,56.5,56.5,2,2,3,67,0,1
M,24,5,82,60.75,60.75,3,4,2,82,0,1
M,19,18,78,62.75,62.75,2,2,3,77,0,0
M,21,9,96,56.0,56.0,2,2,2,83,1,1
M,21,13,91,39.25,39.25,3,3,3,99,0,1
